Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
Penicillium | Microscopic Stock Video,https://storage.googleapis.com/stockflow-social/Batch01/Clips/V/Microscopic_Food-Fungi_Penicillium_20260314_0588_V.mp4,Microscopic World,0:02,"Download premium penicillium stock footage — 4K video & 8K images. Part of our Food Fungi collection. Royalty-free, no attribution required. Perfect for content creators, filmmakers, and designers. Instant download at stockflow.media",https://stockflow.media/?cat=Microscopic&sub=Food+Fungi&collection=Penicillium,2026-06-09 17:00:00,"macro, macro photography, fungi, fungal spores, blue-tinted, blue color, spores, hyphae, green hypha, stock footage, royalty free, 4k video, 8k images, penicillium, food fungi, microscopy, science, biology, microscope, cell biology"
Penicillium | Microscopic Stock Video,https://storage.googleapis.com/stockflow-social/Batch01/Clips/V/Microscopic_Food-Fungi_Penicillium_20260314_0587_V.mp4,Microscopic World,0:02,"Download premium penicillium stock footage — 4K video & 8K images. Part of our Food Fungi collection. Royalty-free, no attribution required. Perfect for content creators, filmmakers, and designers. Instant download at stockflow.media",https://stockflow.media/?cat=Microscopic&sub=Food+Fungi&collection=Penicillium,2026-06-09 20:00:00,"close-up, microscopy, spores, blue spores, blue spherical spores, fungal hyphae, green hyphae, brown, stock footage, royalty free, 4k video, 8k images, penicillium, food fungi, science, biology, microscope, cell biology"
Penicillium | Microscopic Stock Video,https://storage.googleapis.com/stockflow-social/Batch01/Clips/V/Microscopic_Food-Fungi_Penicillium_20260314_0586_V.mp4,Microscopic World,0:02,"Download premium penicillium stock footage — 4K video & 8K images. Part of our Food Fungi collection. Royalty-free, no attribution required. Perfect for content creators, filmmakers, and designers. Instant download at stockflow.media",https://stockflow.media/?cat=Microscopic&sub=Food+Fungi&collection=Penicillium,2026-06-10 8:00:00,"close-up, blue fungi, fungal structures, blue mold, microscopic, mold, mycology, fungal growth, bran, stock footage, royalty free, 4k video, 8k images, penicillium, food fungi, microscopy, science, biology, microscope, cell biology"
Penicillium | Microscopic Stock Video,https://storage.googleapis.com/stockflow-social/Batch01/Clips/V/Microscopic_Food-Fungi_Penicillium_20260314_0585_V.mp4,Microscopic World,0:02,"Download premium penicillium stock footage — 4K video & 8K images. Part of our Food Fungi collection. Royalty-free, no attribution required. Perfect for content creators, filmmakers, and designers. Instant download at stockflow.media",https://stockflow.media/?cat=Microscopic&sub=Food+Fungi&collection=Penicillium,2026-06-10 11:00:00,"penicillium, mold, mold growth, fungus, fungi, hyphae, conidia, conidial, spores, spore, microscopic, stock footage, royalty free, 4k video, 8k images, food fungi, microscopy, science, biology, microscope, cell biology"
Penicillium | Microscopic Stock Video,https://storage.googleapis.com/stockflow-social/Batch01/Clips/V/Microscopic_Food-Fungi_Penicillium_20260314_0584_V.mp4,Microscopic World,0:02,"Download premium penicillium stock footage — 4K video & 8K images. Part of our Food Fungi collection. Royalty-free, no attribution required. Perfect for content creators, filmmakers, and designers. Instant download at stockflow.media",https://stockflow.media/?cat=Microscopic&sub=Food+Fungi&collection=Penicillium,2026-06-10 14:00:00,"mold, fungi, penicillium, mold growth, hyphae, spores, microscopic, micrograph, microbiology, food s, stock footage, royalty free, 4k video, 8k images, food fungi, microscopy, science, biology, microscope, cell biology"
Penicillium | Microscopic Stock Video,https://storage.googleapis.com/stockflow-social/Batch01/Clips/V/Microscopic_Food-Fungi_Penicillium_20260314_0583_V.mp4,Microscopic World,0:02,"Download premium penicillium stock footage — 4K video & 8K images. Part of our Food Fungi collection. Royalty-free, no attribution required. Perfect for content creators, filmmakers, and designers. Instant download at stockflow.media",https://stockflow.media/?cat=Microscopic&sub=Food+Fungi&collection=Penicillium,2026-06-10 17:00:00,"mold, fungus, penicillium, spores, hyphae, close-up, macro, micrograph, green, filamentous, network, stock footage, royalty free, 4k video, 8k images, food fungi, microscopy, science, biology, microscope, cell biology"
Penicillium | Microscopic Stock Video,https://storage.googleapis.com/stockflow-social/Batch01/Clips/V/Microscopic_Food-Fungi_Penicillium_20260314_0574_V.mp4,Microscopic World,0:02,"Download premium penicillium stock footage — 4K video & 8K images. Part of our Food Fungi collection. Royalty-free, no attribution required. Perfect for content creators, filmmakers, and designers. Instant download at stockflow.media",https://stockflow.media/?cat=Microscopic&sub=Food+Fungi&collection=Penicillium,2026-06-10 20:00:00,"mold, fungus, penicillium, close-up, macro, hyphae, conidia, spores, mycelium, fuzzy, textured, food, stock footage, royalty free, 4k video, 8k images, food fungi, microscopy, science, biology, microscope, cell biology"
Thrombocytopenia | Microscopic Stock Video,https://storage.googleapis.com/stockflow-social/Batch01/Clips/V/Microscopic_Blood-Hematology_Thrombocytopenia_20260314_0569_V.mp4,Microscopic World,0:02,"Download premium thrombocytopenia stock footage — 4K video & 8K images. Part of our Blood Hematology collection. Royalty-free, no attribution required. Perfect for content creators, filmmakers, and designers. Instant download at stockflow.media",https://stockflow.media/?cat=Microscopic&sub=Blood+Hematology&collection=Thrombocytopenia,2026-06-11 8:00:00,"blood smear, hematology, platelets, thrombocytopenia, platelet disorders, platelet count, low platel, stock footage, royalty free, 4k video, 8k images, blood hematology, microscopy, science, biology, microscope, cell biology"
Seawater Droplet | Microscopic Stock Video,https://storage.googleapis.com/stockflow-social/Batch01/Clips/V/Microscopic_Underwater_Seawater-Droplet_20260314_0566_V.mp4,Microscopic World,0:02,"Download premium seawater droplet stock footage — 4K video & 8K images. Part of our Underwater collection. Royalty-free, no attribution required. Perfect for content creators, filmmakers, and designers. Instant download at stockflow.media",https://stockflow.media/?cat=Microscopic&sub=Underwater&collection=Seawater+Droplet,2026-06-11 11:00:00,"bacteria, microbiology, marinebiology, seawater, ocean, underwater, oceanography, microbes, rod-shap, stock footage, royalty free, 4k video, 8k images, seawater droplet, microscopy, science, biology, microscope, cell biology"
Seawater Droplet | Microscopic Stock Video,https://storage.googleapis.com/stockflow-social/Batch01/Clips/V/Microscopic_Underwater_Seawater-Droplet_20260314_0565_V.mp4,Microscopic World,0:02,"Download premium seawater droplet stock footage — 4K video & 8K images. Part of our Underwater collection. Royalty-free, no attribution required. Perfect for content creators, filmmakers, and designers. Instant download at stockflow.media",https://stockflow.media/?cat=Microscopic&sub=Underwater&collection=Seawater+Droplet,2026-06-11 14:00:00,"seawater microorganisms, micro-scale, biofilm, bacteria, rod-shaped bacteria, clusters, underwater m, stock footage, royalty free, 4k video, 8k images, seawater droplet, underwater, microscopy, science, biology, microscope, cell biology"
